roll,xy_angle
0.00087,-0.410567
-0.003097,-0.294563
-0.003097,0.216034
0.00087,-0.118051
0.00087,0.077149
-0.003085,0.248471
0.00087,-0.145064
0.000866,0.077272
0.000866,0.094744
0.00087,-0.161573
-0.003083,0.188147
0.000866,-0.134518
-0.003083,-0.056053
0.000867,-0.12777
0.00087,0.101929
0.000874,-0.144477
0.000867,-0.144962
0.00087,-0.171968
-0.003095,0.23912
-0.003085,0.248471
0.00087,0.091752
-0.003085,0.230323
-0.003071,-0.05634
-0.003085,0.197661
0.00087,0.128458
0.004841,-0.252155
0.000866,0.094744
0.000873,0.121074
0.000866,-0.185615
0.00087,0.084389
0.00087,-0.168341
0.00087,0.068099
0.00087,-0.111214
0.00087,-0.407651
0.004844,-0.275678
0.00087,-0.084207
0.00087,-0.161573
0.000866,0.110959
0.000867,-0.094323
0.00087,-0.151894
0.00087,0.128458
0.00087,-0.145064
0.00087,0.118083
0.00087,0.128458
0.000866,0.094744
0.000866,0.110959
0.000863,-0.127674
0.00087,0.101929
-0.003085,0.197661
0.004841,-0.265303
0.000867,0.084485
0.00087,-0.127866
0.00087,-0.145064
-0.003085,0.197661
0.00087,0.109354
0.000873,0.11212
0.000874,0.100447
0.004803,-0.245434
-0.003072,-0.032755
0.000867,0.118178
0.000874,-0.17901
-0.003083,0.221908
0.000873,0.128328
0.004841,-0.281279
0.000874,0.100447
0.00087,0.094621
0.00087,0.050696
0.00087,0.110836
0.004822,0.010705
0.00087,-0.161573
0.004822,-0.229861
0.000867,-0.358214
-0.003085,0.197661
0.00087,0.077149
-0.003071,-0.023521
0.00087,0.107837
0.00087,-0.145064
0.000866,0.060914
0.00087,0.100543
0.00087,0.101929
0.000866,0.074356
0.00087,-0.134641
0.000863,-0.144866
0.00087,0.077149
0.004822,-0.035037
0.000867,-0.144962
-0.003071,0.188932
0.000873,0.12537
0.004825,-0.240386
0.000866,0.077272
0.004805,-0.23984
0.00087,-0.151894
0.000863,0.364092
0.004803,-0.017469
0.004822,-0.035037
0.016621,-0.083265
0.008744,0.315195
0.004729,0.213289
0.01248,0.54081
0.020388,0.285559
0.03235,0.396706
0.036281,0.61211
0.061046,0.050423
0.055728,0.781191
0.063028,1.035555
0.08406,0.416316
0.086243,1.119873
0.098964,0.738298
0.153209,0.570753
0.146182,0.931879
0.151112,1.031347
0.164054,1.130392
0.180355,1.047562
0.185952,1.302109
0.199798,1.471894
0.214754,1.16692
0.223791,1.291625
0.234516,1.501346
0.231475,1.569484
0.260423,1.222661
0.269217,1.90389
0.267781,1.82384
0.289692,1.749624
0.29248,1.993366
0.289295,1.976201
0.292013,2.197165
0.320154,1.818731
0.326375,1.859316
0.330255,2.127456
0.350264,1.841046
0.365444,1.835882
0.367932,1.738955
0.361728,1.943922
0.375405,1.864808
0.380322,2.374647
0.384014,1.901595
0.385098,1.971919
0.38861,2.454731
0.392249,1.983155
0.384208,2.423852
0.387815,2.656939
0.40548,2.493035
0.420167,2.619366
0.444692,2.06149
0.441583,2.150084
0.460785,1.727999
0.445138,2.730849
0.473361,2.073894
0.478588,1.982328
0.478588,2.268998
0.484232,2.388362
0.489333,2.280657
0.492708,2.142455
0.48384,2.778824
0.483752,2.831826
0.501644,2.138637
0.517948,2.129642
0.510563,2.656338
0.515708,2.724859
0.522846,2.526667
0.526321,2.57204
0.526321,2.771235
0.529729,3.183157
0.535405,2.921513
0.540506,3.007102
0.556547,2.889193
0.562201,2.753211
0.558923,2.690564
0.574435,2.488343
0.570167,3.002567
0.587641,2.400336
0.58985,2.556139
0.600808,2.596048
0.601964,2.810113
0.597518,2.722509
0.593305,3.206175
0.600781,3.018078
0.611743,2.374825
0.609255,2.95856
0.611762,3.233489
0.61481,3.360893
0.63051,3.049559
0.63152,2.710754
0.618025,3.298178
0.623675,2.991079
0.64738,2.642309
0.652977,2.475495
0.636234,3.312507
0.638577,3.452991
0.652051,3.114691
0.662377,2.600645
0.685536,2.116405
0.678487,2.346282
0.663096,3.546319
0.671983,3.296559
0.658984,3.273316
0.697867,2.485836
0.669668,3.149362
0.663765,3.578714
0.66442,3.560942
0.664234,3.886284
0.699468,3.251569
0.699441,3.234261
0.710551,2.714784
0.732251,2.500357
0.723961,2.355967
0.719021,3.103299
0.713536,3.245497
0.7029,3.561775
0.671788,4.259547
0.705878,3.647474
0.730227,2.991297
0.741131,2.825447
0.727931,3.852195
0.747047,3.242013
0.74475,3.507284
0.769152,2.372332
0.757943,2.91732
0.742086,3.560354
0.720635,4.648021
0.772067,2.89409
0.766531,3.42636
0.76381,3.538942
0.780416,3.232833
0.785783,3.289818
0.761361,3.814192
0.777745,3.896277
0.76951,3.966389
0.817002,3.009179
0.810789,3.535254
0.813754,3.672315
0.816442,3.332561
0.850429,2.738724
0.862101,2.600016
0.853249,2.775101
0.813106,4.433253
0.821771,4.250429
0.867914,2.566863
0.861444,3.697559
0.844457,3.955679
0.858869,3.247422
0.84993,3.703563
0.835345,4.164772
0.858467,3.475824
0.888023,2.868962
0.900725,2.070035
0.835666,3.985438
0.830352,4.352007
0.827606,4.266985
0.827251,3.614327
0.867878,2.613267
0.818851,4.10832
0.783636,4.942921
0.813605,3.64468
0.807827,4.012888
0.805151,4.504553
0.819114,3.877043
0.816256,3.500187
0.824413,4.116509
0.816103,4.805826
0.821357,4.418828
0.887455,3.095574
0.89596,2.935754
0.898439,3.049374
0.886221,3.903189
0.906462,3.596022
0.932574,2.871059
0.930176,2.621012
0.920671,3.238789
0.900282,4.005792
0.9082,3.985117
0.891064,4.242124
0.917887,3.794917
0.937159,3.42108
0.919932,3.833255
0.916083,4.689733
0.931759,3.690435
0.954619,3.454275
0.941919,3.626061
0.954721,3.507694
0.987705,2.335032
0.950836,3.98871
0.941919,3.795101
0.92936,4.949636
0.918458,4.510242
0.92147,4.510891
0.932611,4.571339
0.989894,2.569403
0.95604,3.956164
0.961414,4.122384
0.996376,3.156745
1.000885,2.749693
0.975636,3.770335
0.975508,4.090076
0.972326,4.220287
0.984351,3.729627
0.92714,5.571811
0.969114,4.835742
0.974523,4.574719
0.983537,4.466386
1.007243,3.83249
1.026778,3.842038
1.051096,3.037913
1.035403,4.601446
1.054984,3.627475
1.061807,3.648457
1.051583,4.243373
1.056908,4.982605
1.058822,4.54591
1.070805,5.55492
1.083104,4.040196
1.077682,4.648383
1.083104,4.938509
1.100477,5.384432
1.100593,3.945201
1.083179,5.574591
1.109264,5.218185
1.119773,4.976423
1.12492,5.20561
1.147842,4.630809
1.152911,4.477424
1.181272,4.700258
1.224722,3.433245
1.235674,2.8182
1.203626,4.308964
1.189153,5.35653
1.212244,4.155319
1.299632,2.45818
1.30508,2.261157
1.310889,4.220902
1.279931,3.840556
1.250449,4.218389
1.218635,6.594925
1.294881,4.752933
1.322112,2.257441
1.31465,3.515651
1.276233,5.520414
1.293777,4.732449
1.318421,3.760028
1.339198,3.225101
1.326933,3.843801
1.299632,4.94372
1.291188,6.120542
1.356054,3.263521
1.351327,2.702633
1.324115,4.741205
1.319392,5.021946
1.334247,2.719415
1.386519,2.959414
1.37505,3.713965
1.342884,4.011939
1.370467,4.132397
1.418364,1.090551
1.36732,3.523273
1.382362,1.962254
1.402609,4.970304
1.437779,2.452327
1.397899,3.093135
1.401883,4.130149
1.422362,3.632331
1.473065,1.200148
1.410221,4.309606
1.421366,0.902352
1.425483,2.629379
1.437779,3.403991
1.453057,1.063422
1.488595,1.261504
1.472429,-2.38652
1.436791,0.5752
1.441461,2.480706
1.460803,1.047378
1.491004,-6.655266
1.46856,0.891178
1.46856,0.948319
1.499987,1.549383
1.51927,-4.697338
1.487984,0.004859
1.515408,-3.215603
1.544515,-23.095634
1.52609,-10.947021
1.503538,-1.126112
1.51927,-3.935532
1.523126,-4.542606
1.507424,-1.723958
1.528367,-16.921108
1.55489,-85.831093
1.545945,-14.067797
1.561962,-23.56023
1.519068,-3.552099
1.549611,-17.420286
1.542214,-10.890987
1.546928,-4.695111
1.556418,-52.174984
1.558854,-85.088829
1.540754,-17.825119
1.559503,-40.741493
1.558807,-85.161049
1.558134,-66.688072
1.559547,-40.526436
1.556482,-28.745007
1.558807,-84.906502
1.551066,-137.801636
1.559547,-129.075012
1.540989,-151.15892
1.530813,-163.799286
1.513966,-159.505127
1.540989,-151.436279
1.526089,-159.75415
1.537117,-154.023026
1.545945,-155.495209
1.53844,-160.53801
1.544309,-147.407639
1.549528,-152.431381
1.53213,-150.515686
1.529844,-158.18457
1.531978,-150.721359
1.547832,-143.086166
1.537117,-153.746948
1.529844,-158.411346
1.556538,-139.887695
1.561928,-146.547455
1.540872,-151.402832
1.540872,-151.485428
1.537249,-154.27002
1.537249,-154.7547
1.549611,-152.687408
1.561789,-59.341312
1.542418,-141.750031
1.556538,-29.751495
1.549611,-17.130987
1.551066,-32.510277
1.511714,1.673016
1.544412,-22.877853
1.544412,-22.585506
1.537249,-16.751699
1.531721,-1.464616
1.524524,-15.888842
1.504157,1.375227
1.495761,-1.624264
1.507056,-6.159223
1.515624,-4.201159
1.522121,-10.604563
1.49218,-1.255311
1.486859,-6.129191
1.496373,1.334813
1.51927,-5.49274
1.507056,-7.127997
1.496054,-2.14116
1.499927,-2.828249
1.507056,-7.334528
1.479779,-3.765105
1.460017,-1.700626
1.46045,-2.004057
1.457138,2.455558
1.460803,-0.513485
1.456588,-2.177312
1.464681,-1.046738
1.461231,-0.436146
1.425217,-0.328803
1.44887,-2.055946
1.425483,0.378388
1.391051,3.365059
1.382566,2.273096
1.406001,-0.401073
1.377801,0.796191
1.374932,2.101372
1.371124,1.918527
1.381835,1.214226
1.378867,1.760736
1.378122,1.862745
1.33164,3.591644
1.310796,2.767629
1.303378,3.595878
1.323165,2.843048
1.30704,2.370713
1.302348,3.184612
1.270229,4.10888
1.251739,4.578455
1.30704,1.832918
1.299632,2.680851
1.310648,0.613169
1.287369,3.132136
1.294842,2.874781
1.298589,2.713575
1.293693,1.852261
1.28145,3.711998
1.266442,2.604831
1.268995,2.538886
1.269099,3.796802
1.270153,2.353255
1.286065,1.133855
1.27509,2.657185
1.261622,3.208969
1.25784,2.660381
1.250449,2.817742
1.243163,3.575955
1.269071,2.989569
1.298366,-0.125188
1.22223,3.664692
1.252997,3.171006
1.20279,4.267498
1.249221,2.464116
1.25052,3.00519
1.31465,0.6298
1.240649,3.045242
1.235494,1.625287
1.169767,4.718044
1.203626,3.540759
1.191363,4.107104
1.176827,4.519423
1.191308,3.691836
1.21962,2.632132
1.210931,2.919143
1.203626,3.043323
1.246737,0.807454
1.154489,4.306409
1.180494,3.268897
1.176827,4.062892
1.173915,3.635002
1.186242,3.359287
1.194937,2.828834
1.165193,3.511587
1.154419,4.135955
1.189799,2.072657
1.17383,3.507304
1.175334,3.399585
1.144179,3.695114
1.137101,4.164136
1.160064,3.098559
1.184771,1.915447
1.160064,2.724893
1.137314,2.610186
1.135656,3.604074
1.123215,3.259526
1.119817,2.531509
1.07963,3.915319
1.084684,3.263248
1.070913,3.637269
1.037515,4.258229
1.053465,2.91428
1.067156,3.406579
1.049583,3.519209
1.054519,3.398575
1.042293,2.627146
1.022879,3.352908
0.998509,3.522454
0.987563,3.726123
0.958273,3.836506
0.966927,2.944135
0.971228,3.915477
0.96575,2.895436
0.95377,2.810851
0.919932,3.59305
0.908187,3.504313
0.89719,3.278035
0.908326,3.213668
0.880075,2.992533
0.88728,2.596362
0.887265,2.30138
0.849555,3.319242
0.855885,2.696691
0.84993,2.936697
0.844691,2.482517
0.827251,2.384674
0.808061,3.158036
0.808061,2.997738
0.79698,2.485727
0.794299,2.773619
0.785995,2.702018
0.808563,1.703185
0.791665,1.884752
0.763522,2.313961
0.72528,2.661338
0.702885,3.33683
0.707983,2.226869
0.701934,1.980696
0.68582,2.608458
0.666813,2.686357
0.658254,2.679718
0.647259,2.487086
0.652051,2.263793
0.656126,1.950602
0.661006,1.218788
0.633853,2.062569
0.619563,2.040357
0.616323,2.163219
0.597518,2.445886
0.599723,2.018733
0.587579,1.259353
0.57658,1.782832
0.545159,1.918008
0.549291,1.88564
0.548268,1.656473
0.52824,1.896917
0.508198,1.860669
0.519411,1.425538
0.504793,1.574627
0.494718,1.622869
0.485538,1.484373
0.467924,1.361204
0.464413,0.954043
0.460838,0.914305
0.436241,1.124026
0.420574,1.183735
0.4222,0.922966
0.416198,0.704174
0.387111,0.906969
0.387144,1.070675
0.391612,0.291242
0.373957,0.424137
0.360943,0.688765
0.370387,0.448609
0.351284,0.421042
0.341202,1.01546
0.337497,0.256599
0.323787,0.366961
0.31882,0.57895
0.325065,0.180435
0.317546,-0.044578
0.314974,-0.529399
0.303717,-0.161299
0.292295,0.029119
0.284637,-0.358924
0.276951,-0.629987
0.253509,-0.206372
0.241075,-0.924792
0.238211,-0.726716
0.242843,-1.301736
0.231573,-1.212186
0.218234,-1.058329
0.201297,-1.178977
0.202082,-1.696576
0.192879,-1.52216
0.202988,-1.841137
0.188888,-1.841314
0.165322,-1.547261
0.166645,-1.907731
0.15826,-1.738711
0.163404,-2.111353
0.161412,-2.036951
0.158141,-2.083561
0.143315,-1.770765
0.142276,-2.198205
0.138866,-2.205835
0.141144,-1.936015
0.136033,-2.532126
0.132106,-2.202577
0.12767,-2.368168
0.120845,-2.576441
0.102456,-2.118155
0.103267,-2.302523
0.112848,-2.866997
0.09544,-2.09552
0.091886,-2.623719
0.091524,-2.69644
0.087942,-2.667979
0.079127,-2.605285
0.079158,-2.634538
0.080436,-2.61109
0.071645,-2.706515
0.080382,-2.822881
0.067997,-2.752516
0.064278,-2.715503
0.068542,-2.824001
0.052864,-2.317399
0.036572,-2.44722
0.061084,-2.803374
0.056367,-3.186404
0.051595,-3.094306
0.032367,-2.728522
0.028546,-2.614191
0.028083,-2.957476
0.02458,-2.517838
0.040234,-2.990384
0.024678,-2.315261
0.036282,-2.599704
0.028432,-2.610926
0.028546,-2.415392
0.024495,-2.260244
0.028432,-2.651655
0.016677,-2.049266
0.020558,-2.425821
0.024693,-2.297981
0.024678,-2.34168
0.016621,-2.28277
0.024678,-2.294716
0.016678,-2.283378
0.012683,-2.200029
0.012785,-2.239665
0.012727,-2.209059
0.012777,-2.210609
0.008815,-2.306853
0.004841,-2.192495
0.004825,-2.466461
0.004825,-2.473196
0.000867,-2.360013
0.000866,-2.566872
0.00087,-2.326613
0.000866,-2.328976
-0.003085,-2.484923
0.00087,-2.073623
0.00087,-2.321764
-0.003085,-2.20677
0.00087,-2.316723
-0.003072,-2.24741
0.004844,-2.480422
0.00087,-2.326613
0.004805,-2.723119
0.004803,-2.439441
-0.003085,-2.452309
0.00087,-2.598605
0.000874,-2.537884
0.00087,-2.31927
0.004822,-2.684317
0.00087,-2.564966
0.000873,-2.34823
0.00087,-2.352909
0.000867,-2.571182
-0.003085,-2.484923
0.000866,-2.369547
-0.003095,-2.455164
-0.003085,-2.478223
-0.003083,-2.258236
0.00087,-2.604779
0.00087,-2.594363
-0.003085,-2.465819
0.000866,-2.355252
0.00087,-2.352909
0.00087,-2.331394
0.004822,-2.434482
0.000867,-2.604677
-0.003085,-2.214577
0.00087,-2.566981
0.00087,-2.360108
0.00087,-2.336332
0.000866,-2.355252
0.004803,-2.473899
0.00087,-2.31927
-0.003083,-2.409524
0.000866,-2.328976
-0.003083,-2.422925
0.00087,-2.600572
-0.003071,-2.243346
0.00087,-2.592376
0.00087,-2.350402
0.000873,-2.329188
0.00087,-2.326613
0.004803,-2.439441
-0.003085,-2.20677
0.000867,-2.638172
0.000873,-2.355464
0.000866,-2.288063
0.00087,-2.571284
-0.003085,-2.247055
0.004822,-2.405509
0.004803,-2.467192
0.00087,-2.362533
-0.003085,-2.198895
0.00087,-2.31927
0.000866,-2.364705
0.000873,-2.321873
-0.003072,-2.24741
0.000867,-2.360013
0.000867,-2.598502
0.00087,-2.571284
0.000873,-2.329188
0.000867,-2.564863
0.000867,-2.360013
-0.003072,-2.23974
-0.003072,-2.485278
0.00087,-2.640173
0.000867,-2.319175
0.000866,-2.355252
0.000867,-2.360013
-0.003071,-2.210766
-0.003095,-2.242677
0.000867,-2.604677
0.000873,-2.321873
0.00087,-2.624156
0.000873,-2.396096
0.000873,-2.329188
-0.003071,-2.250989
-0.003083,-2.250654
0.000867,-2.592273
-0.003083,-2.520652
0.000867,-2.081887
